TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,SEASON
1610612740,New Orleans Pelicans,4,0,4,0.0,48.0,33.5,84.5,0.396,8.8,32.8,0.267,13.8,16.0,0.859,12.3,33.3,45.5,19.5,18.0,8.8,4.5,5.3,20.0,16.0,89.5,-15.8,15,15,2,15,6,16,7,16,16,9,16,13,15,1,2,2,1,15,16,1,10,11,10,15,16,16,2023-24
1610612752,New York Knicks,13,7,6,0.538,48.4,39.8,87.8,0.453,11.9,31.8,0.375,18.5,24.4,0.757,13.5,29.4,42.8,22.5,11.2,5.7,5.4,6.3,17.8,21.2,109.9,-2.1,5,5,12,6,4,4,2,10,5,11,2,4,4,14,1,15,5,8,4,12,3,14,5,3,3,8,2023-24
1610612760,Oklahoma City Thunder,10,6,4,0.6,48.0,39.4,85.8,0.459,12.1,34.0,0.356,14.8,18.5,0.8,8.7,32.8,41.5,23.1,11.2,7.8,6.2,5.6,17.7,19.6,105.7,6.3,8,7,2,2,6,5,4,8,4,3,9,10,11,8,12,6,10,6,3,3,2,12,4,7,9,2,2023-24
1610612753,Orlando Magic,7,3,4,0.429,48.0,35.3,84.0,0.42,10.3,33.3,0.309,19.4,25.1,0.773,12.0,33.0,45.0,19.3,14.4,8.0,5.1,6.0,21.6,21.7,100.3,4.4,9,9,2,8,6,14,8,15,13,5,14,3,2,11,3,5,2,16,15,2,6,13,14,2,13,3,2023-24
1610612755,Philadelphia 76ers,6,2,4,0.333,48.8,37.0,83.3,0.444,13.5,35.7,0.379,20.7,24.7,0.838,10.7,30.5,41.2,23.0,11.8,5.5,6.3,7.2,21.5,19.2,108.2,-0.2,10,10,2,10,1,11,11,12,2,2,1,2,3,2,6,14,12,7,7,13,1,16,13,9,5,7,2023-24
1610612756,Phoenix Suns,4,0,4,0.0,48.0,35.3,75.8,0.465,9.5,26.0,0.365,23.3,28.0,0.83,7.3,25.3,32.5,19.8,14.3,7.5,4.3,2.8,23.3,24.3,103.3,-15.0,15,15,2,15,6,15,16,7,14,16,5,1,1,3,15,16,16,14,14,4,11,2,16,1,10,14,2023-24
1610612738,Boston Celtics,11,6,5,0.545,48.5,36.7,83.0,0.442,14.2,39.4,0.36,18.1,22.6,0.799,10.8,32.3,43.1,20.0,13.2,6.7,5.4,3.6,19.5,20.1,105.7,5.5,7,6,10,6,5,11,12,12,3,3,6,7,8,5,10,8,8,12,6,11,6,3,5,10,10,3,2024-25
1610612739,Cleveland Cavaliers,9,5,4,0.556,48.0,40.9,87.8,0.466,14.9,41.0,0.363,22.8,27.9,0.817,12.3,32.3,44.7,22.9,12.1,8.9,3.6,5.3,18.6,22.0,119.4,11.7,8,7,1,4,8,3,3,3,1,1,5,1,2,3,2,7,3,7,3,3,15,11,3,2,1,1,2024-25
1610612743,Denver Nuggets,14,7,7,0.5,48.7,38.6,86.5,0.446,11.9,34.2,0.347,18.0,23.6,0.764,12.3,34.1,46.4,22.6,15.8,7.6,4.2,6.4,19.9,21.1,107.0,-4.9,5,5,12,7,2,8,5,10,10,10,11,8,7,10,3,1,2,8,13,8,11,15,7,7,8,11,2024-25
1610612765,Detroit Pistons,6,2,4,0.333,48.0,37.2,82.7,0.45,10.2,31.3,0.324,22.2,27.8,0.796,11.0,32.8,43.8,20.0,16.5,7.2,6.3,5.7,22.8,21.8,106.7,-1.3,11,11,1,11,8,9,13,8,15,14,14,2,3,6,9,5,5,12,15,10,3,13,15,3,9,9,2024-25
1610612744,Golden State Warriors,12,5,7,0.417,48.0,36.8,85.5,0.431,13.7,38.8,0.353,15.8,20.5,0.768,12.1,28.3,40.3,23.3,14.4,8.9,3.9,5.3,21.2,19.3,103.1,-3.0,6,7,12,10,8,10,7,14,5,5,8,13,13,9,4,15,12,5,10,2,12,10,12,11,12,10,2024-25
1610612745,Houston Rockets,7,3,4,0.429,48.0,36.7,82.3,0.446,10.6,28.3,0.374,20.0,28.6,0.7,13.4,33.4,46.9,19.6,13.6,7.9,5.1,4.9,17.7,21.4,104.0,0.0,9,9,1,8,8,12,14,9,13,16,3,4,1,14,1,3,1,15,7,7,7,9,2,6,11,7,2024-25
1610612754,Indiana Pacers,23,15,8,0.652,48.4,40.8,84.3,0.484,13.2,33.7,0.39,19.3,24.7,0.785,8.1,32.5,40.6,26.4,14.3,8.0,5.7,4.7,23.3,21.6,114.1,2.0,1,2,15,2,6,4,11,2,8,11,1,6,6,7,16,6,11,1,9,4,4,6,16,5,3,5,2024-25
1610612746,LA Clippers,7,3,4,0.429,48.7,41.1,84.6,0.486,12.0,33.0,0.364,14.0,19.6,0.715,10.0,29.4,39.4,26.0,12.0,8.0,7.1,3.9,19.3,18.3,108.3,0.6,9,9,1,8,2,1,9,1,9,12,4,15,15,13,13,12,14,2,2,5,1,4,4,14,7,6,2024-25
1610612747,Los Angeles Lakers,5,1,4,0.2,48.0,34.6,78.8,0.439,13.6,38.8,0.351,17.6,21.2,0.83,9.6,29.4,39.0,21.2,14.6,5.0,5.0,3.6,21.0,20.8,100.4,-7.0,12,12,1,12,8,16,16,13,6,4,9,10,11,2,15,13,15,10,11,15,8,2,11,9,14,12,2024-25
1610612763,Memphis Grizzlies,4,0,4,0.0,48.0,36.0,86.8,0.415,10.5,34.5,0.304,18.0,20.5,0.878,10.3,34.0,44.3,20.5,19.3,5.8,6.5,6.8,20.8,18.8,100.5,-19.5,15,15,1,15,8,14,4,16,14,9,15,8,13,1,12,2,4,11,16,14,2,16,8,13,13,15,2024-25
1610612748,Miami Heat,4,0,4,0.0,48.0,36.3,81.5,0.445,13.8,39.8,0.346,9.3,13.3,0.698,10.0,27.3,37.3,21.3,16.0,4.5,3.0,3.0,17.3,13.3,95.5,-30.5,15,15,1,15,8,13,15,11,4,2,12,16,16,15,13,16,16,9,14,16,16,1,1,16,15,16,2024-25
1610612749,Milwaukee Bucks,5,1,4,0.2,49.0,39.8,87.8,0.453,14.4,38.0,0.379,16.2,22.4,0.723,10.4,33.2,43.6,23.8,13.0,6.0,3.6,4.8,19.6,19.2,110.2,-7.6,12,12,1,12,1,5,2,7,2,6,2,12,9,12,11,4,6,4,5,13,14,7,6,12,4,13,2024-25
1610612750,Minnesota Timberwolves,15,9,6,0.6,48.0,39.5,85.5,0.462,13.3,37.1,0.358,16.9,21.9,0.771,11.7,30.5,42.2,24.2,15.7,7.3,4.7,4.0,20.8,21.0,109.1,2.7,4,4,11,3,8,6,8,4,7,7,7,11,10,8,6,11,10,3,12,9,9,5,9,8,6,4,2024-25
1610612752,New York Knicks,18,10,8,0.556,48.6,39.4,86.5,0.455,11.1,31.7,0.349,19.7,25.9,0.76,11.8,30.8,42.6,19.8,13.8,7.9,4.7,5.7,20.9,22.8,109.6,0.0,3,3,15,4,4,7,5,6,12,13,10,5,5,11,5,10,9,14,8,6,10,14,10,1,5,7,2024-25
1610612760,Oklahoma City Thunder,23,16,7,0.696,48.2,41.0,89.8,0.456,11.8,35.0,0.338,20.9,26.0,0.801,11.4,32.1,43.6,23.0,12.3,10.7,5.7,5.4,21.5,21.7,114.7,8.3,1,1,12,1,7,2,1,5,11,8,13,3,4,4,7,9,7,6,4,1,4,12,14,4,2,2,2024-25
1610612753,Orlando Magic,5,1,4,0.2,48.0,35.6,84.4,0.422,8.2,31.2,0.263,14.2,20.6,0.689,11.4,28.4,39.8,18.6,11.6,6.4,3.8,4.8,21.4,17.4,93.6,-12.8,12,12,1,12,8,15,10,15,16,15,16,14,12,16,8,14,13,16,1,12,13,7,13,15,16,14,2024-25
