test_season,roc_auc
2018-19,0.9903846153846154
2019-20,0.778846153846154
2020-21,0.8269230769230769
2021-22,0.9423076923076923
2022-23,0.625
2023-24,0.8846153846153846
2024-25,0.8269230769230769
